Date,Andaman and Nicobar Islands,Andhra Pradesh,Arunachal Pradesh,Assam,Bihar,Chandigarh,Chhattisgarh,Dadra and Nagar Haveli and Daman and Diu,Delhi,Goa,Gujarat,Haryana,Himachal Pradesh,Jammu and Kashmir,Jharkhand,Karnataka,Kerala,Ladakh,Lakshadweep,Madhya Pradesh,Maharashtra,Manipur,Meghalaya,Mizoram,Nagaland,Odisha,Puducherry,Punjab,Rajasthan,Sikkim,Tamil Nadu,Telangana,Tripura,Uttar Pradesh,Uttarakhand,West Bengal
2/15/2021,5009,0,0,0,0,0,0,0,0,0,0,0,0,0,119354,0,0,0,0,0,0,0,0,0,0,0,43711,0,0,0,0,0,33350,0,0,0
2/16/2021,5013,0,0,0,0,0,0,0,0,0,0,0,0,0,119394,0,0,0,0,0,0,0,0,0,0,0,43731,0,0,0,0,0,0,0,0,0
2/17/2021,5014,0,0,0,0,0,0,0,0,0,0,0,0,0,119439,0,0,0,0,0,0,0,0,0,0,0,43749,0,0,0,0,0,33352,0,0,0
2/18/2021,5014,0,0,0,0,0,0,0,0,0,0,0,0,0,119477,0,0,0,0,0,0,0,0,0,0,0,43769,0,0,0,0,0,33354,0,0,0
2/19/2021,5014,0,0,0,0,0,0,0,0,0,0,0,0,0,119528,0,0,0,0,0,0,0,0,0,0,0,43783,0,0,0,0,0,33389,0,0,0
2/20/2021,5014,0,0,0,0,0,0,0,0,0,0,0,0,0,119565,0,0,0,0,0,0,0,0,0,0,0,43812,0,0,0,0,0,33391,0,0,0
2/21/2021,5014,0,0,0,0,0,0,0,0,0,0,0,0,0,119596,0,0,0,0,0,0,0,0,0,0,0,43835,0,0,0,0,0,0,0,0,0
2/22/2021,5015,0,0,0,0,0,0,0,0,0,0,0,0,0,119637,0,0,0,0,0,0,0,0,0,0,0,43840,0,0,0,0,0,33391,0,0,0
2/23/2021,5016,0,0,0,0,0,0,0,0,0,0,0,0,0,119687,0,0,0,0,0,0,0,0,0,0,0,43871,0,0,0,0,0,32939,0,0,0
2/24/2021,5016,0,0,0,0,0,0,0,0,0,0,0,0,0,119719,0,0,0,0,0,0,0,0,0,0,0,43899,0,0,0,0,0,33397,0,0,0
2/25/2021,5016,0,0,0,0,0,0,0,0,0,0,0,0,0,119795,0,0,0,0,0,0,0,0,0,0,0,43920,0,0,0,0,0,33397,0,0,0
2/26/2021,5017,0,0,0,0,0,0,0,0,0,0,0,0,0,119863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33404,0,0,0
2/27/2021,5018,0,0,0,0,0,0,0,0,0,0,0,0,0,119905,0,0,0,0,0,0,0,0,0,0,0,43960,0,0,0,0,0,0,0,0,0
2/28/2021,5020,0,0,0,0,0,0,0,0,0,0,0,0,0,119949,0,0,0,0,0,0,0,0,0,0,0,43968,0,0,0,0,0,0,0,0,0
3/1/2021,5020,0,0,0,0,0,0,0,0,0,0,0,0,0,119986,0,0,0,0,0,0,0,0,0,0,0,43977,0,0,0,0,0,33414,0,0,0
3/2/2021,5020,0,0,0,0,0,0,0,0,0,0,0,0,0,120037,0,0,0,0,0,0,0,0,0,0,0,44006,0,0,0,0,0,0,0,0,0
3/3/2021,5022,0,0,0,0,0,0,0,0,0,0,0,0,0,120068,0,0,0,0,0,0,0,0,0,0,0,44020,0,0,0,0,0,33417,0,0,0
3/4/2021,5024,0,0,0,0,0,0,0,0,0,0,0,0,0,120129,0,0,0,0,0,0,0,0,0,0,0,44037,0,0,0,0,0,33419,0,0,0
3/5/2021,5024,0,0,0,0,0,0,0,0,0,0,0,0,0,120173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/6/2021,5024,0,0,0,0,0,0,0,0,0,0,0,0,0,120217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33421,0,0,0
3/7/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/8/2021,5026,0,0,0,0,0,0,0,0,0,0,0,0,0,120312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33421,0,0,0
3/9/2021,5028,0,0,0,0,0,0,0,0,0,0,0,0,0,120374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/10/2021,5028,0,0,0,0,0,0,0,0,0,0,0,0,0,120436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/11/2021,5028,0,0,0,0,0,0,0,0,0,0,0,0,0,120467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33422,0,0,0
3/12/2021,5029,0,0,0,0,0,0,0,0,0,0,0,0,0,120524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/13/2021,5030,0,0,0,0,0,0,0,0,0,0,0,0,0,120567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33424,0,0,0
3/14/2021,5031,0,0,0,0,0,0,0,0,0,0,275137,0,0,120628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33426,0,0,0
3/15/2021,5031,0,0,0,0,0,0,0,0,0,0,0,0,0,120695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/16/2021,5032,0,0,0,0,0,0,0,0,0,0,0,0,0,120771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/17/2021,5035,0,0,0,0,0,0,0,0,0,0,0,0,0,120853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33438,0,0,0
3/18/2021,5036,0,0,0,0,0,0,0,0,0,0,0,0,0,120950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33441,0,0,0
3/19/2021,5038,0,0,0,0,0,0,0,0,0,0,0,0,0,121055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33451,0,0,0
3/20/2021,5038,0,0,0,0,0,0,0,0,0,0,0,0,0,121178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33456,0,0,0
3/21/2021,5039,0,0,0,0,0,0,0,0,0,0,0,0,0,121261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33461,0,0,0
3/22/2021,5039,0,0,0,0,0,0,0,0,0,0,0,0,0,121371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33461,0,0,0
3/23/2021,5039,0,0,0,0,0,0,0,0,0,0,0,0,0,121501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33467,0,0,0
3/24/2021,5041,0,0,0,0,0,0,0,0,0,0,0,0,0,121695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33476,0,0,0
3/25/2021,5042,0,0,0,0,0,0,0,0,0,0,0,0,0,121973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33477,0,0,0
3/26/2021,5043,0,0,0,0,0,0,0,0,0,0,0,0,0,122281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/27/2021,5044,0,0,0,0,0,0,0,0,0,0,0,0,0,122621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33487,0,0,0
3/28/2021,5046,0,0,0,0,0,0,0,0,0,0,0,0,0,122935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/29/2021,5052,0,0,0,0,0,0,0,0,0,0,0,0,0,123090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/30/2021,5081,0,0,0,0,0,0,0,0,0,0,0,0,0,123508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33490,0,0,0
3/31/2021,5083,0,0,0,0,0,0,0,0,0,0,0,0,0,124201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2021,5084,0,0,0,0,0,0,0,0,0,0,0,0,0,124891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33514,0,0,0
4/2/2021,5084,0,0,0,0,0,0,0,0,0,0,0,0,0,125585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33518,0,0,0
4/3/2021,5098,0,0,0,0,0,0,0,0,0,0,0,0,0,126458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33520,0,0,0
4/4/2021,5109,0,0,0,0,0,0,0,0,0,0,0,0,0,127246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33534,0,0,0
4/5/2021,5116,0,0,0,0,0,0,0,0,0,0,0,0,0,128332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33537,0,0,0
4/6/2021,5123,0,0,0,0,0,0,0,0,0,0,0,0,0,129596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33551,0,0,0
4/7/2021,5131,0,0,0,0,0,0,0,0,0,0,0,0,0,130908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33572,0,0,0
4/8/2021,5149,0,0,0,0,0,0,0,0,0,0,0,0,0,132790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33609,0,0,0
4/9/2021,5161,0,0,0,0,0,0,0,0,0,0,0,0,0,134715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33641,0,0,0
4/10/2021,5175,0,0,0,0,0,0,0,0,0,0,0,0,0,137088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33682,0,0,0
4/11/2021,5190,0,0,0,0,0,0,0,0,0,0,0,0,0,139384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33730,0,0,0
4/12/2021,5201,0,0,0,0,0,0,0,0,0,0,0,0,0,141750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33740,0,0,0
4/13/2021,5209,0,0,0,0,0,0,0,0,0,0,0,0,0,144594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33802,0,0,0
4/14/2021,5247,0,0,0,0,0,0,0,0,0,0,0,0,0,147792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33841,0,0,0
4/15/2021,5262,0,0,0,0,0,0,0,0,0,0,0,0,0,151272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/16/2021,5289,0,0,0,0,0,0,0,0,0,0,0,0,0,155115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33872,0,0,0
4/17/2021,5331,0,0,0,0,0,0,0,0,0,0,0,0,0,158953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33930,0,0,0
4/18/2021,5390,0,0,0,0,0,0,0,0,0,0,0,0,0,162945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33999,0,0,0
4/19/2021,5421,0,0,0,0,0,0,0,0,0,0,0,0,0,167235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34031,0,0,0
4/20/2021,5466,0,0,0,0,0,0,0,0,0,0,0,0,0,172315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34091,0,0,0
4/21/2021,5490,0,0,0,0,0,0,0,0,0,0,0,0,0,177356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/22/2021,5527,0,0,0,0,0,0,0,0,0,0,0,0,0,184951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34259,0,0,0
4/23/2021,5569,0,0,0,0,0,0,0,0,0,0,0,0,0,190692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34299,0,0,0
4/24/2021,5614,0,0,0,0,0,0,0,0,0,0,0,0,0,195844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34426,0,0,0
4/25/2021,5665,0,0,0,0,0,0,0,0,0,0,0,0,0,201747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34526,0,0,0
4/26/2021,5716,0,0,0,0,0,0,0,0,0,0,0,0,0,207288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34624,0,0,0
4/27/2021,5764,0,0,0,0,0,0,0,0,0,0,0,0,0,213414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34735,0,0,0
4/28/2021,5816,0,0,0,0,0,0,0,0,0,0,0,0,0,221489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34859,0,0,0
4/29/2021,5875,0,0,0,0,0,0,0,0,0,0,0,0,0,227450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35025,0,0,0
4/30/2021,5949,0,0,0,0,0,0,0,0,0,0,0,0,0,233411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35166,0,0,0
5/1/2021,6046,0,0,0,0,0,0,0,0,0,0,0,0,0,239734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33622,0,0,0
5/2/2021,6084,0,0,0,0,0,0,0,0,0,0,0,0,0,244472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35586,0,0,0
5/3/2021,6150,0,0,0,0,0,0,0,0,0,0,0,0,0,251371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35720,0,0,0
5/4/2021,6181,0,0,0,0,0,0,0,0,0,0,0,0,0,257345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35991,0,0,0
5/5/2021,6223,0,0,0,0,0,0,0,0,0,0,0,0,0,263115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36231,0,0,0
5/6/2021,6255,0,0,0,0,0,0,0,0,0,0,0,0,0,270089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36531,0,0,0
5/7/2021,6311,0,0,0,0,0,0,0,0,0,0,0,0,0,276062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36846,0,0,0
5/8/2021,6341,0,0,0,0,0,0,0,0,0,0,0,0,0,282174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37205,0,0,0
5/9/2021,6367,0,0,0,0,0,0,0,0,0,0,0,0,0,286343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37556,0,0,0
5/10/2021,6398,0,0,0,0,0,0,0,0,0,0,0,0,0,292530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37689,0,0,0
5/11/2021,6426,0,0,0,0,0,0,0,0,0,0,0,0,0,296895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38155,0,0,0
5/12/2021,6470,0,0,0,0,0,0,0,0,0,0,0,0,0,301257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38571,0,0,0
5/13/2021,6510,0,0,0,0,0,0,0,0,0,0,0,0,0,306248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39051,0,0,0
5/14/2021,6542,0,0,0,0,0,0,0,0,0,0,0,0,0,310024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39603,0,0,0
5/15/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40052,0,0,0
